"fdc_id","data_type","description","food_category_id","publication_date"
"2343142","survey_fndds_food","Roll, garlic","","2022-10-28"
"2343143","survey_fndds_food","Roll, white, hoagie, submarine","","2022-10-28"
"2343144","survey_fndds_food","Roll, Mexican, bolillo","","2022-10-28"
"2343145","survey_fndds_food","Roll, sour dough","","2022-10-28"
"2343146","survey_fndds_food","Roll, sweet, no frosting","","2022-10-28"
"2343147","survey_fndds_food","Roll, sweet, cinnamon bun, no frosting","","2022-10-28"
"2343148","survey_fndds_food","Roll, sweet, cinnamon bun, frosted","","2022-10-28"
"2343149","survey_fndds_food","Pan dulce, NFS","","2022-10-28"
"2343150","survey_fndds_food","Pan Dulce, with fruit, no frosting","","2022-10-28"
"2343151","survey_fndds_food","Roll, sweet, with fruit, frosted","","2022-10-28"
"2343152","survey_fndds_food","Roll, sweet, with fruit, frosted, diet","","2022-10-28"
"2343153","survey_fndds_food","Roll, sweet, frosted","","2022-10-28"
"2343154","survey_fndds_food","Pan Dulce, no topping","","2022-10-28"
"2343155","survey_fndds_food","Pan Dulce, with sugar topping","","2022-10-28"
"2343156","survey_fndds_food","Pan Dulce, with raisins and icing","","2022-10-28"
"2343157","survey_fndds_food","Coffee cake, yeast type","","2022-10-28"
"2343158","survey_fndds_food","Croissant","","2022-10-28"
"2343159","survey_fndds_food","Croissant, cheese","","2022-10-28"
"2343160","survey_fndds_food","Croissant, chocolate","","2022-10-28"
"2343161","survey_fndds_food","Croissant, fruit","","2022-10-28"
"2343162","survey_fndds_food","Brioche","","2022-10-28"
"2343163","survey_fndds_food","Bread, Spanish coffee","","2022-10-28"
"2343164","survey_fndds_food","Bagel","","2022-10-28"
"2343165","survey_fndds_food","Bagel, with raisins","","2022-10-28"
"2343166","survey_fndds_food","Bagel, with fruit other than raisins","","2022-10-28"
"2343167","survey_fndds_food","Bread stuffing","","2022-10-28"
"2343168","survey_fndds_food","Bread stuffing made with egg","","2022-10-28"
"2343169","survey_fndds_food","Breadsticks, NFS","","2022-10-28"
"2343170","survey_fndds_food","Breadsticks, hard, NFS","","2022-10-28"
"2343171","survey_fndds_food","Breadsticks, hard, reduced sodium","","2022-10-28"
"2343172","survey_fndds_food","Breadsticks, soft, NFS","","2022-10-28"
"2343173","survey_fndds_food","Breadsticks, soft, fast food / restaurant","","2022-10-28"
"2343174","survey_fndds_food","Breadsticks, soft, frozen","","2022-10-28"
"2343175","survey_fndds_food","Breadsticks, soft, with parmesan cheese, fast food / restaurant","","2022-10-28"
"2343176","survey_fndds_food","Breadsticks, soft, stuffed or topped with melted cheese","","2022-10-28"
"2343177","survey_fndds_food","Croutons","","2022-10-28"
"2343178","survey_fndds_food","Muffin, English","","2022-10-28"
"2343179","survey_fndds_food","Muffin, English, with raisins","","2022-10-28"
"2343180","survey_fndds_food","Muffin, English, cheese","","2022-10-28"
"2343181","survey_fndds_food","Muffin, English, with fruit other than raisins","","2022-10-28"
"2343182","survey_fndds_food","Melba toast","","2022-10-28"
"2343183","survey_fndds_food","Anisette toast","","2022-10-28"
"2343184","survey_fndds_food","Pannetone","","2022-10-28"
"2343185","survey_fndds_food","Zwieback toast","","2022-10-28"
"2343186","survey_fndds_food","Bread, whole grain white","","2022-10-28"
"2343187","survey_fndds_food","Bread, whole grain white, toasted","","2022-10-28"
"2343188","survey_fndds_food","Bagel, whole grain white","","2022-10-28"
"2343189","survey_fndds_food","Bread, whole wheat","","2022-10-28"
"2343190","survey_fndds_food","Bread, whole wheat, toasted","","2022-10-28"
"2343191","survey_fndds_food","Bread, whole wheat, made from home recipe or purchased at bakery","","2022-10-28"
"2343192","survey_fndds_food","Bread, whole wheat, made from home recipe or purchased at bakery, toasted","","2022-10-28"
"2343193","survey_fndds_food","Bread, chappatti or roti","","2022-10-28"
"2343194","survey_fndds_food","Bread, puri","","2022-10-28"
"2343195","survey_fndds_food","Bread, paratha","","2022-10-28"
"2343196","survey_fndds_food","Bread, whole wheat, with raisins","","2022-10-28"
"2343197","survey_fndds_food","Bread, whole wheat, with raisins, toasted","","2022-10-28"
"2343198","survey_fndds_food","Bread, sprouted wheat","","2022-10-28"
"2343199","survey_fndds_food","Bread, sprouted wheat, toasted","","2022-10-28"
"2343200","survey_fndds_food","Bread, wheat or cracked wheat","","2022-10-28"
"2343201","survey_fndds_food","Bread, wheat or cracked wheat, toasted","","2022-10-28"
"2343202","survey_fndds_food","Bread, wheat or cracked wheat, made from home recipe or purchased at bakery","","2022-10-28"
"2343203","survey_fndds_food","Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted","","2022-10-28"
"2343204","survey_fndds_food","Bread, wheat or cracked wheat, with raisins","","2022-10-28"
"2343205","survey_fndds_food","Bread, wheat or cracked wheat, with raisins, toasted","","2022-10-28"
"2343206","survey_fndds_food","Bread, wheat or cracked wheat, reduced calorie and/or high fiber","","2022-10-28"
"2343207","survey_fndds_food","Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted","","2022-10-28"
"2343208","survey_fndds_food","Bread, French or Vienna, whole wheat","","2022-10-28"
"2343209","survey_fndds_food","Bread, French or Vienna, whole wheat, toasted","","2022-10-28"
"2343210","survey_fndds_food","Bread, pita, whole wheat","","2022-10-28"
"2343211","survey_fndds_food","Bread, pita, wheat or cracked wheat","","2022-10-28"
"2343212","survey_fndds_food","Bagel, wheat","","2022-10-28"
"2343213","survey_fndds_food","Bagel, whole wheat","","2022-10-28"
"2343214","survey_fndds_food","Bagel, wheat, with raisins","","2022-10-28"
"2343215","survey_fndds_food","Bagel, whole wheat, with raisins","","2022-10-28"
"2343216","survey_fndds_food","Bagel, wheat, with fruit and nuts","","2022-10-28"
"2343217","survey_fndds_food","Bagel, wheat bran","","2022-10-28"
"2343218","survey_fndds_food","Muffin, English, wheat bran","","2022-10-28"
"2343219","survey_fndds_food","Muffin, English, wheat bran, with raisins","","2022-10-28"
"2343220","survey_fndds_food","Muffin, English, wheat or cracked wheat","","2022-10-28"
"2343221","survey_fndds_food","Muffin, English, whole wheat","","2022-10-28"
"2343222","survey_fndds_food","Muffin, English, wheat or cracked wheat, with raisins","","2022-10-28"
"2343223","survey_fndds_food","Muffin, English, whole wheat, with raisins","","2022-10-28"
"2343224","survey_fndds_food","Muffin, English, whole grain white","","2022-10-28"
"2343225","survey_fndds_food","Breadsticks, hard, whole wheat","","2022-10-28"
"2343226","survey_fndds_food","Roll, wheat or cracked wheat","","2022-10-28"
"2343227","survey_fndds_food","Roll, wheat or cracked wheat, hot dog bun","","2022-10-28"
"2343228","survey_fndds_food","Roll, wheat or cracked wheat, hamburger bun","","2022-10-28"
"2343229","survey_fndds_food","Roll, whole wheat","","2022-10-28"
"2343230","survey_fndds_food","Roll, whole wheat, hot dog bun","","2022-10-28"
"2343231","survey_fndds_food","Roll, whole wheat, hamburger bun","","2022-10-28"
"2343232","survey_fndds_food","Roll, whole grain white","","2022-10-28"
"2343233","survey_fndds_food","Roll, whole grain white, hot dog bun","","2022-10-28"
"2343234","survey_fndds_food","Roll, whole grain white, hamburger bun","","2022-10-28"
"2343235","survey_fndds_food","Bread, rye","","2022-10-28"
"2343236","survey_fndds_food","Bread, rye, toasted","","2022-10-28"
"2343237","survey_fndds_food","Bread, marble rye and pumpernickel","","2022-10-28"
"2343238","survey_fndds_food","Bread, marble rye and pumpernickel, toasted","","2022-10-28"
"2343239","survey_fndds_food","Muffin, English, rye","","2022-10-28"
"2343240","survey_fndds_food","Bread, pumpernickel","","2022-10-28"
"2343241","survey_fndds_food","Bread, pumpernickel, toasted","","2022-10-28"
"2343242","survey_fndds_food","Bagel, pumpernickel","","2022-10-28"
"2343243","survey_fndds_food","Muffin, English, pumpernickel","","2022-10-28"
"2343244","survey_fndds_food","Bread, black","","2022-10-28"
"2343245","survey_fndds_food","Bread, black, toasted","","2022-10-28"
"2343246","survey_fndds_food","Roll, rye","","2022-10-28"
"2343247","survey_fndds_food","Roll, pumpernickel","","2022-10-28"
"2343248","survey_fndds_food","Bread, oatmeal","","2022-10-28"
"2343249","survey_fndds_food","Bread, oatmeal, toasted","","2022-10-28"
"2343250","survey_fndds_food","Bread, oat bran","","2022-10-28"
"2343251","survey_fndds_food","Bread, oat bran, toasted","","2022-10-28"
"2343252","survey_fndds_food","Bagel, oat bran","","2022-10-28"
"2343253","survey_fndds_food","Roll, oatmeal","","2022-10-28"
"2343254","survey_fndds_food","Muffin, English, oat bran","","2022-10-28"
"2343255","survey_fndds_food","Muffin, English, oat bran, with raisins","","2022-10-28"
"2343256","survey_fndds_food","Bread, multigrain, toasted","","2022-10-28"
"2343257","survey_fndds_food","Bread, multigrain","","2022-10-28"
"2343258","survey_fndds_food","Bread, multigrain, with raisins","","2022-10-28"
"2343259","survey_fndds_food","Bread, multigrain, with raisins, toasted","","2022-10-28"
"2343260","survey_fndds_food","Bread, multigrain, reduced calorie and/or high fiber","","2022-10-28"
"2343261","survey_fndds_food","Bread, multigrain, reduced calorie and/or high fiber, toasted","","2022-10-28"
"2343262","survey_fndds_food","Roll, multigrain","","2022-10-28"
"2343263","survey_fndds_food","Roll, multigrain, hot dog bun","","2022-10-28"
"2343264","survey_fndds_food","Roll, multigrain, hamburger bun","","2022-10-28"
"2343265","survey_fndds_food","Bagel, multigrain","","2022-10-28"
"2343266","survey_fndds_food","Bagel, multigrain, with raisins","","2022-10-28"
"2343267","survey_fndds_food","Muffin, English, multigrain","","2022-10-28"
"2343268","survey_fndds_food","Bread, barley","","2022-10-28"
"2343269","survey_fndds_food","Bread, barley, toasted","","2022-10-28"
"2343270","survey_fndds_food","Bread, soy","","2022-10-28"
"2343271","survey_fndds_food","Bread, soy, toasted","","2022-10-28"
"2343272","survey_fndds_food","Bread, sunflower meal","","2022-10-28"
"2343273","survey_fndds_food","Bread, sunflower meal, toasted","","2022-10-28"
"2343274","survey_fndds_food","Bread, rice","","2022-10-28"
"2343275","survey_fndds_food","Bread, rice, toasted","","2022-10-28"
"2343276","survey_fndds_food","Injera, Ethiopian bread","","2022-10-28"
"2343277","survey_fndds_food","Bread, gluten free","","2022-10-28"
"2343278","survey_fndds_food","Bread, gluten free, toasted","","2022-10-28"
"2343279","survey_fndds_food","Breadsticks, hard, gluten free","","2022-10-28"
"2343280","survey_fndds_food","Roll, gluten free","","2022-10-28"
"2343281","survey_fndds_food","Biscuit, NFS","","2022-10-28"
"2343282","survey_fndds_food","Biscuit, from refrigerated dough","","2022-10-28"
"2343283","survey_fndds_food","Biscuit, from fast food / restaurant","","2022-10-28"
"2343284","survey_fndds_food","Biscuit, home recipe","","2022-10-28"
"2343285","survey_fndds_food","Biscuit, wheat","","2022-10-28"
"2343286","survey_fndds_food","Biscuit, cheese","","2022-10-28"
"2343287","survey_fndds_food","Biscuit with fruit","","2022-10-28"
"2343288","survey_fndds_food","Scone","","2022-10-28"
"2343289","survey_fndds_food","Scone, with fruit","","2022-10-28"
"2343290","survey_fndds_food","Cornbread, prepared from mix","","2022-10-28"
"2343291","survey_fndds_food","Cornbread, made from home recipe","","2022-10-28"
"2343292","survey_fndds_food","Cornbread stuffing","","2022-10-28"
"2343293","survey_fndds_food","Cornbread muffin, stick, round","","2022-10-28"
"2343294","survey_fndds_food","Cornbread muffin, stick, round, made from home recipe","","2022-10-28"
"2343295","survey_fndds_food","Corn flour patty or tart, fried","","2022-10-28"
"2343296","survey_fndds_food","Corn pone, baked","","2022-10-28"
"2343297","survey_fndds_food","Corn pone, fried","","2022-10-28"
"2343298","survey_fndds_food","Gordita/sope shell, plain, no filling","","2022-10-28"
"2343299","survey_fndds_food","Hush puppy","","2022-10-28"
"2343300","survey_fndds_food","Johnnycake","","2022-10-28"
"2343301","survey_fndds_food","Spoonbread","","2022-10-28"
"2343302","survey_fndds_food","Tortilla, NFS","","2022-10-28"
"2343303","survey_fndds_food","Tortilla, corn","","2022-10-28"
"2343304","survey_fndds_food","Tortilla, flour","","2022-10-28"
"2343305","survey_fndds_food","Tortilla, whole wheat","","2022-10-28"
"2343306","survey_fndds_food","Taco shell, corn","","2022-10-28"
"2343307","survey_fndds_food","Taco shell, flour","","2022-10-28"
"2343308","survey_fndds_food","Arepa Dominicana","","2022-10-28"
"2343309","survey_fndds_food","Muffin, NFS","","2022-10-28"
"2343310","survey_fndds_food","Muffin, fruit","","2022-10-28"
"2343311","survey_fndds_food","Muffin, fruit, low fat","","2022-10-28"
"2343312","survey_fndds_food","Muffin, chocolate chip","","2022-10-28"
"2343313","survey_fndds_food","Muffin, chocolate","","2022-10-28"
"2343314","survey_fndds_food","Muffin, whole wheat","","2022-10-28"
"2343315","survey_fndds_food","Muffin, wheat","","2022-10-28"
"2343316","survey_fndds_food","Muffin, whole grain","","2022-10-28"
"2343317","survey_fndds_food","Muffin, wheat bran","","2022-10-28"
"2343318","survey_fndds_food","Muffin, bran with fruit, lowfat","","2022-10-28"
"2343319","survey_fndds_food","Muffin, oatmeal","","2022-10-28"
"2343320","survey_fndds_food","Muffin, oat bran","","2022-10-28"
"2343321","survey_fndds_food","Muffin, plain","","2022-10-28"
"2343322","survey_fndds_food","Muffin, cheese","","2022-10-28"
"2343323","survey_fndds_food","Muffin, pumpkin","","2022-10-28"
"2343324","survey_fndds_food","Muffin, zucchini","","2022-10-28"
"2343325","survey_fndds_food","Muffin, carrot","","2022-10-28"
"2343326","survey_fndds_food","Popover","","2022-10-28"
"2343327","survey_fndds_food","Bread, Boston Brown","","2022-10-28"
"2343328","survey_fndds_food","Bread, nut","","2022-10-28"
"2343329","survey_fndds_food","Bread, pumpkin","","2022-10-28"
"2343330","survey_fndds_food","Bread, fruit","","2022-10-28"
"2343331","survey_fndds_food","Bread, zucchini","","2022-10-28"
"2343332","survey_fndds_food","Bread, Irish soda","","2022-10-28"
"2343333","survey_fndds_food","Cake or cupcake, NFS","","2022-10-28"
"2343334","survey_fndds_food","Cake, angel food","","2022-10-28"
"2343335","survey_fndds_food","Cake or cupcake, apple","","2022-10-28"
"2343336","survey_fndds_food","Cake or cupcake, banana","","2022-10-28"
"2343337","survey_fndds_food","Cake or cupcake, Black Forest","","2022-10-28"
"2343338","survey_fndds_food","Cake, Boston cream pie","","2022-10-28"
"2343339","survey_fndds_food","Cake or cupcake, carrot","","2022-10-28"
"2343340","survey_fndds_food","Cake or cupcake, coconut","","2022-10-28"
"2343341","survey_fndds_food","Cheesecake, plain","","2022-10-28"
"2343342","survey_fndds_food","Cheesecake, fruit","","2022-10-28"
"2343343","survey_fndds_food","Cheesecake, chocolate","","2022-10-28"
"2343344","survey_fndds_food","Cake or cupcake, chocolate with white icing, bakery","","2022-10-28"
"2343345","survey_fndds_food","Cake or cupcake, chocolate with white icing, from mix","","2022-10-28"
"2343346","survey_fndds_food","Cake or cupcake, chocolate with chocolate icing, bakery","","2022-10-28"
"2343347","survey_fndds_food","Cake or cupcake, chocolate with chocolate icing, from mix","","2022-10-28"
"2343348","survey_fndds_food","Cake or cupcake, chocolate, no icing","","2022-10-28"
"2343349","survey_fndds_food","Cake or cupcake, German chocolate","","2022-10-28"
"2343350","survey_fndds_food","Cake or cupcake, gluten free","","2022-10-28"
"2343351","survey_fndds_food","Cake, chocolate, flourless","","2022-10-28"
"2343352","survey_fndds_food","Cake, cream","","2022-10-28"
"2343353","survey_fndds_food","Snack cake, chocolate","","2022-10-28"
"2343354","survey_fndds_food","Snack cake, white","","2022-10-28"
"2343355","survey_fndds_food","Cake, fruit cake","","2022-10-28"
"2343356","survey_fndds_food","Cake or cupcake, gingerbread","","2022-10-28"
"2343357","survey_fndds_food","Ice cream cake","","2022-10-28"
"2343358","survey_fndds_food","Cake, jelly roll","","2022-10-28"
"2343359","survey_fndds_food","Cake or cupcake, lemon","","2022-10-28"
"2343360","survey_fndds_food","Cake or cupcake, marble","","2022-10-28"
"2343361","survey_fndds_food","Cake or cupcake, peanut butter","","2022-10-28"
"2343362","survey_fndds_food","Cake, pound","","2022-10-28"
"2343363","survey_fndds_food","Cake or cupcake, pumpkin","","2022-10-28"
"2343364","survey_fndds_food","Cake or cupcake, red velvet","","2022-10-28"
"2343365","survey_fndds_food","Cake or cupcake, spice","","2022-10-28"
"2343366","survey_fndds_food","Cake, sponge","","2022-10-28"
"2343367","survey_fndds_food","Cake or cupcake, strawberry","","2022-10-28"
"2343368","survey_fndds_food","Cake, torte","","2022-10-28"
"2343369","survey_fndds_food","Cake, tres leche","","2022-10-28"
"2343370","survey_fndds_food","Cake, pineapple, upside down","","2022-10-28"
"2343371","survey_fndds_food","Cake or cupcake, white with white icing, bakery","","2022-10-28"
"2343372","survey_fndds_food","Cake or cupcake, white with white icing, from mix","","2022-10-28"
"2343373","survey_fndds_food","Cake or cupcake, white with chocolate icing, bakery","","2022-10-28"
"2343374","survey_fndds_food","Cake or cupcake, white with chocolate icing, from mix","","2022-10-28"
"2343375","survey_fndds_food","Cake or cupcake, white, no icing","","2022-10-28"
"2343376","survey_fndds_food","Cake, strawberry shortcake","","2022-10-28"
"2343377","survey_fndds_food","Cake or cupcake, zucchini","","2022-10-28"
"2343378","survey_fndds_food","Cookie, batter or dough, raw","","2022-10-28"
"2343379","survey_fndds_food","Cookie, NFS","","2022-10-28"
"2343380","survey_fndds_food","Cookie, almond","","2022-10-28"
"2343381","survey_fndds_food","Cookie, applesauce","","2022-10-28"
"2343382","survey_fndds_food","Cookie, biscotti","","2022-10-28"
"2343383","survey_fndds_food","Cookie, brownie, NS as to icing","","2022-10-28"
"2343384","survey_fndds_food","Cookie, brownie, without icing","","2022-10-28"
"2343385","survey_fndds_food","Cookie, brownie, with icing or filling","","2022-10-28"
"2343386","survey_fndds_food","Cookie, brownie, reduced fat, NS as to icing","","2022-10-28"
"2343387","survey_fndds_food","Cookie, butterscotch, brownie","","2022-10-28"
"2343388","survey_fndds_food","Cookie, bar, with chocolate","","2022-10-28"
"2343389","survey_fndds_food","Cookie, chocolate chip","","2022-10-28"
"2343390","survey_fndds_food","Cookie, chocolate chip, made from home recipe or purchased at a bakery","","2022-10-28"
"2343391","survey_fndds_food","Cookie, chocolate chip, reduced fat","","2022-10-28"
"2343392","survey_fndds_food","Cookie, chocolate chip sandwich","","2022-10-28"
"2343393","survey_fndds_food","Cookie, chocolate, made with rice cereal","","2022-10-28"
"2343394","survey_fndds_food","Cookie, chocolate, made with oatmeal and coconut, no bake","","2022-10-28"
"2343395","survey_fndds_food","Cookie, chocolate or fudge","","2022-10-28"
"2343396","survey_fndds_food","Cookie, chocolate or fudge, reduced fat","","2022-10-28"
"2343397","survey_fndds_food","Cookie, chocolate, with chocolate filling or coating, fat free","","2022-10-28"
"2343398","survey_fndds_food","Cookie, marshmallow, chocolate-covered","","2022-10-28"
"2343399","survey_fndds_food","Cookie, marshmallow pie, chocolate covered","","2022-10-28"
"2343400","survey_fndds_food","Cookie, chocolate, with icing or coating","","2022-10-28"
"2343401","survey_fndds_food","Cookie, sugar wafer, chocolate-covered","","2022-10-28"
"2343402","survey_fndds_food","Cookie, chocolate sandwich","","2022-10-28"
"2343403","survey_fndds_food","Cookie, chocolate sandwich, reduced fat","","2022-10-28"
"2343404","survey_fndds_food","Cookie, chocolate, sandwich, with extra filling","","2022-10-28"
"2343405","survey_fndds_food","Cookie, chocolate and vanilla sandwich","","2022-10-28"
"2343406","survey_fndds_food","Cookie, chocolate wafer","","2022-10-28"
"2343407","survey_fndds_food","Cookie, graham cracker with chocolate and marshmallow","","2022-10-28"
"2343408","survey_fndds_food","Cookie bar, with chocolate, nuts, and graham crackers","","2022-10-28"
"2343409","survey_fndds_food","Cookie, coconut","","2022-10-28"
"2343410","survey_fndds_food","Cookie, fruit-filled bar","","2022-10-28"
"2343411","survey_fndds_food","Cookie, fig bar","","2022-10-28"
"2343412","survey_fndds_food","Cookie, fortune","","2022-10-28"
"2343413","survey_fndds_food","Cookie, cone shell, ice cream type, wafer or cake","","2022-10-28"
"2343414","survey_fndds_food","Cookie, gingersnaps","","2022-10-28"
"2343415","survey_fndds_food","Cookie, granola","","2022-10-28"
"2343416","survey_fndds_food","Cookie, ladyfinger","","2022-10-28"
"2343417","survey_fndds_food","Cookie, lemon bar","","2022-10-28"
"2343418","survey_fndds_food","Cookie, macaroon","","2022-10-28"
"2343419","survey_fndds_food","Cookie, marshmallow, with coconut","","2022-10-28"
"2343420","survey_fndds_food","Cookie, marshmallow, with rice cereal, no bake","","2022-10-28"
"2343421","survey_fndds_food","Cookie, marshmallow, with rice cereal and chocolate chips","","2022-10-28"
"2343422","survey_fndds_food","Cookie, marshmallow and peanut butter, with oat cereal, no bake","","2022-10-28"
"2343423","survey_fndds_food","Cookie, meringue","","2022-10-28"
"2343424","survey_fndds_food","Cookie, molasses","","2022-10-28"
"2343425","survey_fndds_food","Cookie, Lebkuchen","","2022-10-28"
"2343426","survey_fndds_food","Cookie, multigrain, high fiber","","2022-10-28"
"2343427","survey_fndds_food","Cookie, oatmeal","","2022-10-28"
"2343428","survey_fndds_food","Cookie, oatmeal, with raisins","","2022-10-28"
"2343429","survey_fndds_food","Cookie, oatmeal, reduced fat, NS as to raisins","","2022-10-28"
"2343430","survey_fndds_food","Cookie, oatmeal sandwich, with creme filling","","2022-10-28"
"2343431","survey_fndds_food","Cookie, oatmeal, with chocolate chips","","2022-10-28"
"2343432","survey_fndds_food","Cookie, oatmeal sandwich, with peanut butter and jelly filling","","2022-10-28"
"2343433","survey_fndds_food","Cookie, oatmeal, with chocolate and peanut butter, no bake","","2022-10-28"
"2343434","survey_fndds_food","Cookie, peanut butter","","2022-10-28"
"2343435","survey_fndds_food","Cookie, peanut butter, with chocolate","","2022-10-28"
"2343436","survey_fndds_food","Cookie, peanut butter with rice cereal, no bake","","2022-10-28"
"2343437","survey_fndds_food","Cookie, peanut butter sandwich","","2022-10-28"
"2343438","survey_fndds_food","Cookie, with peanut butter filling, chocolate-coated","","2022-10-28"
"2343439","survey_fndds_food","Cookie, Pfeffernusse","","2022-10-28"
"2343440","survey_fndds_food","Cookie, Pizzelle","","2022-10-28"
"2343441","survey_fndds_food","Cookie, pumpkin","","2022-10-28"
"2343442","survey_fndds_food","Cookie, raisin","","2022-10-28"
"2343443","survey_fndds_food","Cookie, raisin sandwich, cream-filled","","2022-10-28"
"2343444","survey_fndds_food","Cookie, rum ball, no bake","","2022-10-28"
"2343445","survey_fndds_food","Cookie, sandwich-type, not chocolate or vanilla","","2022-10-28"
"2343446","survey_fndds_food","Cookie, shortbread","","2022-10-28"
"2343447","survey_fndds_food","Cookie, shortbread, reduced fat","","2022-10-28"
"2343448","survey_fndds_food","Cookie, shortbread, with icing or filling","","2022-10-28"
"2343449","survey_fndds_food","Pocky","","2022-10-28"
"2343450","survey_fndds_food","Cookie, animal","","2022-10-28"
"2343451","survey_fndds_food","Cookie, animal, with frosting or icing","","2022-10-28"
"2343452","survey_fndds_food","Cookie, butter or sugar","","2022-10-28"
"2343453","survey_fndds_food","Marie biscuit","","2022-10-28"
"2343454","survey_fndds_food","Cookie, butter or sugar, with fruit and/or nuts","","2022-10-28"
"2343455","survey_fndds_food","Cookie, sugar wafer","","2022-10-28"
"2343456","survey_fndds_food","Cookie, toffee bar","","2022-10-28"
"2343457","survey_fndds_food","Cookie, vanilla sandwich","","2022-10-28"
"2343458","survey_fndds_food","Cookie, vanilla sandwich, extra filling","","2022-10-28"
"2343459","survey_fndds_food","Cookie, vanilla sandwich, reduced fat","","2022-10-28"
"2343460","survey_fndds_food","Cookie, butter or sugar, with chocolate icing or filling","","2022-10-28"
"2343461","survey_fndds_food","Cookie, butter or sugar, with icing or filling other than chocolate","","2022-10-28"
"2343462","survey_fndds_food","Cookie, tea, Japanese","","2022-10-28"
"2343463","survey_fndds_food","Cookie, vanilla wafer","","2022-10-28"
"2343464","survey_fndds_food","Cookie, vanilla wafer, reduced fat","","2022-10-28"
"2343465","survey_fndds_food","Cookie, vanilla with caramel, coconut, and chocolate coating","","2022-10-28"
"2343466","survey_fndds_food","Cookie, rugelach","","2022-10-28"
"2343467","survey_fndds_food","Cookie, chocolate chip, sugar free","","2022-10-28"
"2343468","survey_fndds_food","Cookie, oatmeal, sugar free","","2022-10-28"
"2343469","survey_fndds_food","Cookie, sandwich, sugar free","","2022-10-28"
"2343470","survey_fndds_food","Cookie, sugar or plain, sugar free","","2022-10-28"
"2343471","survey_fndds_food","Cookie, sugar wafer, sugar free","","2022-10-28"
"2343472","survey_fndds_food","Cookie, peanut butter, sugar free","","2022-10-28"
"2343473","survey_fndds_food","Cookie, gluten free","","2022-10-28"
"2343474","survey_fndds_food","Cookies, Puerto Rican style","","2022-10-28"
"2343475","survey_fndds_food","Pie, NFS","","2022-10-28"
"2343476","survey_fndds_food","Tart, all types","","2022-10-28"
"2343477","survey_fndds_food","Pie, apple","","2022-10-28"
"2343478","survey_fndds_food","Pie, apple, fast food","","2022-10-28"
"2343479","survey_fndds_food","Pie, berry","","2022-10-28"
"2343480","survey_fndds_food","Pie, blueberry","","2022-10-28"
"2343481","survey_fndds_food","Pie, cherry","","2022-10-28"
"2343482","survey_fndds_food","Pie, lemon","","2022-10-28"
"2343483","survey_fndds_food","Pie, key lime","","2022-10-28"
"2343484","survey_fndds_food","Pie, peach","","2022-10-28"
"2343485","survey_fndds_food","Pie, strawberry","","2022-10-28"
"2343486","survey_fndds_food","Pie, banana cream","","2022-10-28"
"2343487","survey_fndds_food","Pie, chocolate cream","","2022-10-28"
"2343488","survey_fndds_food","Pie, coconut cream","","2022-10-28"
"2343489","survey_fndds_food","Pie, custard","","2022-10-28"
"2343490","survey_fndds_food","Dessert pizza","","2022-10-28"
"2343491","survey_fndds_food","Pie, peanut butter cream","","2022-10-28"
"2343492","survey_fndds_food","Pie, pineapple cream","","2022-10-28"
"2343493","survey_fndds_food","Pie, pumpkin","","2022-10-28"
"2343494","survey_fndds_food","Pie, sweet potato","","2022-10-28"
"2343495","survey_fndds_food","Pie, vanilla cream","","2022-10-28"
"2343496","survey_fndds_food","Pie, lemon meringue","","2022-10-28"
"2343497","survey_fndds_food","Pie, pecan","","2022-10-28"
"2343498","survey_fndds_food","Pie, oatmeal","","2022-10-28"
"2343499","survey_fndds_food","Pie shell","","2022-10-28"
"2343500","survey_fndds_food","Pie shell, graham cracker","","2022-10-28"
"2343501","survey_fndds_food","Pie shell, chocolate","","2022-10-28"
"2343502","survey_fndds_food","Cobbler, apple","","2022-10-28"
"2343503","survey_fndds_food","Cobbler, berry","","2022-10-28"
"2343504","survey_fndds_food","Cobbler, cherry","","2022-10-28"
"2343505","survey_fndds_food","Cobbler, peach","","2022-10-28"
"2343506","survey_fndds_food","Crisp, apple","","2022-10-28"
"2343507","survey_fndds_food","Fritter, plain","","2022-10-28"
"2343508","survey_fndds_food","Fritter, fruit","","2022-10-28"
"2343509","survey_fndds_food","Crisp, berry","","2022-10-28"
"2343510","survey_fndds_food","Crisp, cherry","","2022-10-28"
"2343511","survey_fndds_food","Crisp, peach","","2022-10-28"
"2343512","survey_fndds_food","Cream puff, eclair, custard or cream filled, NS as to icing","","2022-10-28"
"2343513","survey_fndds_food","Cream puff, eclair, custard or cream filled, not iced","","2022-10-28"
"2343514","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced","","2022-10-28"
"2343515","survey_fndds_food","Cream puff, eclair, custard or cream filled, iced, reduced fat","","2022-10-28"
"2343516","survey_fndds_food","Cream puff, no filling or icing","","2022-10-28"
"2343517","survey_fndds_food","Sopaipilla, without syrup or honey","","2022-10-28"
"2343518","survey_fndds_food","Sopaipilla with syrup or honey","","2022-10-28"
"2343519","survey_fndds_food","Crepe, chocolate filled","","2022-10-28"
"2343520","survey_fndds_food","Crepe, fruit filled","","2022-10-28"
"2343521","survey_fndds_food","Tamale, sweet","","2022-10-28"
"2343522","survey_fndds_food","Strudel, apple","","2022-10-28"
