"fdc_id","data_type","description","food_category_id","publication_date"
"2346036","survey_fndds_food","Coffee, Cappuccino, with non-dairy milk","","2022-10-28"
"2346037","survey_fndds_food","Coffee, Cappuccino, decaffeinated","","2022-10-28"
"2346038","survey_fndds_food","Coffee, Cappuccino, decaffeinated, nonfat","","2022-10-28"
"2346039","survey_fndds_food","Coffee, Cappuccino, decaffeinated, with non-dairy milk","","2022-10-28"
"2346040","survey_fndds_food","Coffee, bottled/canned","","2022-10-28"
"2346041","survey_fndds_food","Coffee, bottled/canned, light","","2022-10-28"
"2346042","survey_fndds_food","Coffee, instant, not reconstituted","","2022-10-28"
"2346043","survey_fndds_food","Coffee, instant, 50% less caffeine, not reconstituted","","2022-10-28"
"2346044","survey_fndds_food","Coffee, instant, decaffeinated, not reconstituted","","2022-10-28"
"2346045","survey_fndds_food","Coffee, instant, pre-sweetened with sugar, not reconstituted","","2022-10-28"
"2346046","survey_fndds_food","Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted","","2022-10-28"
"2346047","survey_fndds_food","Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted","","2022-10-28"
"2346048","survey_fndds_food","Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted","","2022-10-28"
"2346049","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted","","2022-10-28"
"2346050","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted","","2022-10-28"
"2346051","survey_fndds_food","Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted","","2022-10-28"
"2346052","survey_fndds_food","Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted","","2022-10-28"
"2346053","survey_fndds_food","Coffee substitute","","2022-10-28"
"2346054","survey_fndds_food","Chicory beverage","","2022-10-28"
"2346055","survey_fndds_food","Cereal beverage","","2022-10-28"
"2346056","survey_fndds_food","Cereal beverage with beet roots, from powdered instant","","2022-10-28"
"2346057","survey_fndds_food","Coffee substitute, dry powder","","2022-10-28"
"2346058","survey_fndds_food","Tea, hot, leaf, black","","2022-10-28"
"2346059","survey_fndds_food","Tea, hot, leaf, black, decaffeinated","","2022-10-28"
"2346060","survey_fndds_food","Tea, hot, leaf, green","","2022-10-28"
"2346061","survey_fndds_food","Tea, hot, leaf, green, decaffeinated","","2022-10-28"
"2346062","survey_fndds_food","Tea, hot, leaf, oolong","","2022-10-28"
"2346063","survey_fndds_food","Tea, iced, instant, black, unsweetened","","2022-10-28"
"2346064","survey_fndds_food","Tea, iced, instant, black, pre-sweetened with sugar","","2022-10-28"
"2346065","survey_fndds_food","Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar","","2022-10-28"
"2346066","survey_fndds_food","Tea, iced, instant, black, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346067","survey_fndds_food","Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346068","survey_fndds_food","Tea, iced, instant, black, decaffeinated, unsweetened","","2022-10-28"
"2346069","survey_fndds_food","Tea, iced, instant, green, unsweetened","","2022-10-28"
"2346070","survey_fndds_food","Tea, iced, instant, green, pre-sweetened with sugar","","2022-10-28"
"2346071","survey_fndds_food","Tea, iced, instant, green, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346072","survey_fndds_food","Tea, hot, herbal","","2022-10-28"
"2346073","survey_fndds_food","Tea, hot, hibiscus","","2022-10-28"
"2346074","survey_fndds_food","Corn beverage","","2022-10-28"
"2346075","survey_fndds_food","Tea, hot, chamomile","","2022-10-28"
"2346076","survey_fndds_food","Tea, hot, with milk","","2022-10-28"
"2346077","survey_fndds_food","Tea, ginger","","2022-10-28"
"2346078","survey_fndds_food","Tea, bubble","","2022-10-28"
"2346079","survey_fndds_food","Tea, kombucha","","2022-10-28"
"2346080","survey_fndds_food","Tea, iced, instant, black, unsweetened, dry","","2022-10-28"
"2346081","survey_fndds_food","Tea, iced, instant, black, pre-sweetened, dry","","2022-10-28"
"2346082","survey_fndds_food","Iced Tea / Lemonade juice drink","","2022-10-28"
"2346083","survey_fndds_food","Iced Tea / Lemonade juice drink, light","","2022-10-28"
"2346084","survey_fndds_food","Iced Tea / Lemonade juice drink, diet","","2022-10-28"
"2346085","survey_fndds_food","Tea, iced, brewed, black, pre-sweetened with sugar","","2022-10-28"
"2346086","survey_fndds_food","Tea, iced, brewed, black, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346087","survey_fndds_food","Tea, iced, brewed, black, unsweetened","","2022-10-28"
"2346088","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar","","2022-10-28"
"2346089","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346090","survey_fndds_food","Tea, iced, brewed, black, decaffeinated, unsweetened","","2022-10-28"
"2346091","survey_fndds_food","Tea, iced, brewed, green, pre-sweetened with sugar","","2022-10-28"
"2346092","survey_fndds_food","Tea, iced, brewed, green, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346093","survey_fndds_food","Tea, iced, brewed, green, unsweetened","","2022-10-28"
"2346094","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar","","2022-10-28"
"2346095","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener","","2022-10-28"
"2346096","survey_fndds_food","Tea, iced, brewed, green, decaffeinated, unsweetened","","2022-10-28"
"2346097","survey_fndds_food","Tea, iced, bottled, black","","2022-10-28"
"2346098","survey_fndds_food","Tea, iced, bottled, black, decaffeinated","","2022-10-28"
"2346099","survey_fndds_food","Tea, iced, bottled, black, diet","","2022-10-28"
"2346100","survey_fndds_food","Tea, iced, bottled, black, decaffeinated, diet","","2022-10-28"
"2346101","survey_fndds_food","Tea, iced, bottled, black, unsweetened","","2022-10-28"
"2346102","survey_fndds_food","Tea, iced, bottled, black, decaffeinated, unsweetened","","2022-10-28"
"2346103","survey_fndds_food","Tea, iced, bottled, green","","2022-10-28"
"2346104","survey_fndds_food","Tea, iced, bottled, green, diet","","2022-10-28"
"2346105","survey_fndds_food","Tea, iced, bottled, green, unsweetened","","2022-10-28"
"2346106","survey_fndds_food","Soft drink, NFS","","2022-10-28"
"2346107","survey_fndds_food","Soft drink, NFS, diet","","2022-10-28"
"2346108","survey_fndds_food","Water, tonic","","2022-10-28"
"2346109","survey_fndds_food","Water, carbonated, plain","","2022-10-28"
"2346110","survey_fndds_food","Water, carbonated, flavored","","2022-10-28"
"2346111","survey_fndds_food","Soft drink, cola","","2022-10-28"
"2346112","survey_fndds_food","Soft drink, cola, reduced sugar","","2022-10-28"
"2346113","survey_fndds_food","Soft drink, cola, diet","","2022-10-28"
"2346114","survey_fndds_food","Soft drink, cola, decaffeinated","","2022-10-28"
"2346115","survey_fndds_food","Soft drink, cola, decaffeinated, diet","","2022-10-28"
"2346116","survey_fndds_food","Soft drink, pepper type","","2022-10-28"
"2346117","survey_fndds_food","Soft drink, pepper type, diet","","2022-10-28"
"2346118","survey_fndds_food","Soft drink, pepper type, decaffeinated","","2022-10-28"
"2346119","survey_fndds_food","Soft drink, pepper type, decaffeinated, diet","","2022-10-28"
"2346120","survey_fndds_food","Soft drink, cream soda","","2022-10-28"
"2346121","survey_fndds_food","Soft drink, cream soda, diet","","2022-10-28"
"2346122","survey_fndds_food","Soft drink, fruit flavored, caffeine free","","2022-10-28"
"2346123","survey_fndds_food","Soft drink, fruit flavored, diet, caffeine free","","2022-10-28"
"2346124","survey_fndds_food","Soft drink, fruit flavored, caffeine containing","","2022-10-28"
"2346125","survey_fndds_food","Soft drink, fruit flavored, caffeine containing, diet","","2022-10-28"
"2346126","survey_fndds_food","Soft drink, ginger ale","","2022-10-28"
"2346127","survey_fndds_food","Soft drink, ginger ale, diet","","2022-10-28"
"2346128","survey_fndds_food","Soft drink, root beer","","2022-10-28"
"2346129","survey_fndds_food","Soft drink, root beer, diet","","2022-10-28"
"2346130","survey_fndds_food","Soft drink, chocolate flavored","","2022-10-28"
"2346131","survey_fndds_food","Soft drink, chocolate flavored, diet","","2022-10-28"
"2346132","survey_fndds_food","Soft drink, cola, fruit or vanilla flavored","","2022-10-28"
"2346133","survey_fndds_food","Soft drink, cola, chocolate flavored","","2022-10-28"
"2346134","survey_fndds_food","Soft drink, cola, fruit or vanilla flavored, diet","","2022-10-28"
"2346135","survey_fndds_food","Soft drink, cola, chocolate flavored, diet","","2022-10-28"
"2346136","survey_fndds_food","Fruit juice drink, citrus, carbonated","","2022-10-28"
"2346137","survey_fndds_food","Fruit juice drink, noncitrus, carbonated","","2022-10-28"
"2346138","survey_fndds_food","Fruit juice drink","","2022-10-28"
"2346139","survey_fndds_food","Tamarind drink","","2022-10-28"
"2346140","survey_fndds_food","Fruit punch, made with fruit juice and soda","","2022-10-28"
"2346141","survey_fndds_food","Fruit punch, made with soda, fruit juice, and sherbet or ice cream","","2022-10-28"
"2346142","survey_fndds_food","Lemonade, fruit juice drink","","2022-10-28"
"2346143","survey_fndds_food","Lemonade, fruit flavored drink","","2022-10-28"
"2346144","survey_fndds_food","Lemonade, frozen concentrate, not reconstituted","","2022-10-28"
"2346145","survey_fndds_food","Fruit flavored drink","","2022-10-28"
"2346146","survey_fndds_food","Fruit juice beverage, 40-50% juice, citrus","","2022-10-28"
"2346147","survey_fndds_food","Frozen daiquiri mix, from frozen concentrate, reconstituted","","2022-10-28"
"2346148","survey_fndds_food","Pina Colada, nonalcoholic","","2022-10-28"
"2346149","survey_fndds_food","Margarita mix, nonalcoholic","","2022-10-28"
"2346150","survey_fndds_food","Slush frozen drink","","2022-10-28"
"2346151","survey_fndds_food","Slush frozen drink, no sugar added","","2022-10-28"
"2346152","survey_fndds_food","Fruit flavored drink, with high vitamin C","","2022-10-28"
"2346153","survey_fndds_food","Cranberry juice drink, with high vitamin C","","2022-10-28"
"2346154","survey_fndds_food","Fruit juice drink, with high vitamin C","","2022-10-28"
"2346155","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C","","2022-10-28"
"2346156","survey_fndds_food","Fruit juice drink (Sunny D)","","2022-10-28"
"2346157","survey_fndds_food","Fruit flavored drink, powdered, reconstituted","","2022-10-28"
"2346158","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, reconstituted","","2022-10-28"
"2346159","survey_fndds_food","Fruit juice drink, with high vitamin C, light","","2022-10-28"
"2346160","survey_fndds_food","Fruit juice drink, light","","2022-10-28"
"2346161","survey_fndds_food","Fruit juice drink, diet","","2022-10-28"
"2346162","survey_fndds_food","Cranberry juice drink, with high vitamin C, light","","2022-10-28"
"2346163","survey_fndds_food","Grape juice drink, light","","2022-10-28"
"2346164","survey_fndds_food","Orange juice beverage, 40-50% juice, light","","2022-10-28"
"2346165","survey_fndds_food","Apple juice beverage, 40-50% juice, light","","2022-10-28"
"2346166","survey_fndds_food","Lemonade, fruit juice drink, light","","2022-10-28"
"2346167","survey_fndds_food","Pomegranate juice beverage, 40-50% juice, light","","2022-10-28"
"2346168","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C, diet","","2022-10-28"
"2346169","survey_fndds_food","Vegetable and fruit juice drink, with high vitamin C, light","","2022-10-28"
"2346170","survey_fndds_food","Fruit flavored drink, with high vitamin C, diet","","2022-10-28"
"2346171","survey_fndds_food","Fruit flavored drink, diet","","2022-10-28"
"2346172","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet","","2022-10-28"
"2346173","survey_fndds_food","Fruit flavored drink, powdered, reconstituted, diet","","2022-10-28"
"2346174","survey_fndds_food","Fruit juice drink, reduced sugar (Sunny D)","","2022-10-28"
"2346175","survey_fndds_food","Fruit juice drink (Capri Sun)","","2022-10-28"
"2346176","survey_fndds_food","Fruit juice drink, with high vitamin C, plus added calcium","","2022-10-28"
"2346177","survey_fndds_food","Fruit juice drink, added calcium (Sunny D)","","2022-10-28"
"2346178","survey_fndds_food","Horchata beverage, made with water","","2022-10-28"
"2346179","survey_fndds_food","Horchata beverage, made with milk","","2022-10-28"
"2346180","survey_fndds_food","Oatmeal beverage with water","","2022-10-28"
"2346181","survey_fndds_food","Oatmeal beverage with milk","","2022-10-28"
"2346182","survey_fndds_food","Sugar cane beverage","","2022-10-28"
"2346183","survey_fndds_food","Cornmeal beverage","","2022-10-28"
"2346184","survey_fndds_food","Cornmeal beverage with chocolate milk","","2022-10-28"
"2346185","survey_fndds_food","Wine, nonalcoholic","","2022-10-28"
"2346186","survey_fndds_food","Nonalcoholic malt beverage","","2022-10-28"
"2346187","survey_fndds_food","Shirley Temple","","2022-10-28"
"2346188","survey_fndds_food","Fruit flavored drink, with high vitamin C, powdered, not reconstituted","","2022-10-28"
"2346189","survey_fndds_food","Fruit flavored drink, powdered, not reconstituted","","2022-10-28"
"2346190","survey_fndds_food","Fruit flavored drink, powdered, not reconstituted, diet","","2022-10-28"
"2346191","survey_fndds_food","Sports drink, dry concentrate, not reconstituted","","2022-10-28"
"2346192","survey_fndds_food","Beer","","2022-10-28"
"2346193","survey_fndds_food","Beer, light","","2022-10-28"
"2346194","survey_fndds_food","Beer, low carb","","2022-10-28"
"2346195","survey_fndds_food","Beer, higher alcohol","","2022-10-28"
"2346196","survey_fndds_food","Alcoholic malt beverage, sweetened","","2022-10-28"
"2346197","survey_fndds_food","Alcoholic malt beverage","","2022-10-28"
"2346198","survey_fndds_food","Hard cider","","2022-10-28"
"2346199","survey_fndds_food","Cordial or liqueur","","2022-10-28"
"2346200","survey_fndds_food","Cordial or liqueur, coffee flavored","","2022-10-28"
"2346201","survey_fndds_food","Cocktail, NFS","","2022-10-28"
"2346202","survey_fndds_food","Alexander","","2022-10-28"
"2346203","survey_fndds_food","Bloody Mary","","2022-10-28"
"2346204","survey_fndds_food","Canadian Club and soda","","2022-10-28"
"2346205","survey_fndds_food","Cape Cod","","2022-10-28"
"2346206","survey_fndds_food","Daiquiri","","2022-10-28"
"2346207","survey_fndds_food","Gelatin shot, alcoholic","","2022-10-28"
"2346208","survey_fndds_food","Gimlet","","2022-10-28"
"2346209","survey_fndds_food","Gin and Tonic","","2022-10-28"
"2346210","survey_fndds_food","Greyhound","","2022-10-28"
"2346211","survey_fndds_food","Jagerbomb","","2022-10-28"
"2346212","survey_fndds_food","Kamikaze","","2022-10-28"
"2346213","survey_fndds_food","Manhattan","","2022-10-28"
"2346214","survey_fndds_food","Margarita","","2022-10-28"
"2346215","survey_fndds_food","Martini","","2022-10-28"
"2346216","survey_fndds_food","Martini, flavored","","2022-10-28"
"2346217","survey_fndds_food","Mimosa","","2022-10-28"
"2346218","survey_fndds_food","Mint julep","","2022-10-28"
"2346219","survey_fndds_food","Mojito","","2022-10-28"
"2346220","survey_fndds_food","Old fashioned","","2022-10-28"
"2346221","survey_fndds_food","Orange Blossom","","2022-10-28"
"2346222","survey_fndds_food","Rob Roy","","2022-10-28"
"2346223","survey_fndds_food","Rusty Nail","","2022-10-28"
"2346224","survey_fndds_food","Screwdriver","","2022-10-28"
"2346225","survey_fndds_food","Seabreeze","","2022-10-28"
"2346226","survey_fndds_food","Seven and Seven","","2022-10-28"
"2346227","survey_fndds_food","Tom Collins","","2022-10-28"
